id,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d
638405,0,Dec-84,0,79,NA,8,0,106527,97.30%,25,f,0,0,23678.39621,23560,20000,3678.4,0,0,0,Feb-12,17572.35,,Mar-16
638407,0,Jan-96,0,NA,116,6,1,15912,67.40%,16,f,0,0,18099.43585,18014.59,16000,2099.44,0,0,0,Jan-12,21.23,,Jan-12
638430,0,Feb-96,1,NA,NA,6,0,18757,62.50%,30,f,0,0,10397.02841,9790.54,9000,1397.03,0,0,0,Jan-14,301.92,,Jan-14
638449,0,Jan-93,1,24,NA,8,0,17629,52.80%,34,f,0,0,10979.94456,10979.94,10000,979.94,0,0,0,Jan-14,308.86,,Jan-14
638457,0,Jun-89,1,NA,NA,11,0,59540,8.10%,24,f,0,0,11394.75542,11337.78,10000,1394.76,0,0,0,Sep-12,7414.83,,Sep-12
638466,0,Dec-91,1,58,NA,11,0,7298,14.10%,33,f,0,0,4069.94,4044.5,4000,69.94,0,0,0,May-11,3709.48,,May-16
638468,0,Sep-98,2,NA,NA,10,0,6945,56.50%,11,f,0,0,11300.78462,11300.78,8000,3285.78,15,0,0,Feb-16,2.19,,Feb-16
638476,0,Sep-88,0,57,NA,12,0,26801,43.30%,29,f,0,0,8601.055363,8573.75,7875,726.06,0,0,0,Feb-12,5559.46,,Feb-12
638494,0,Jan-92,2,NA,NA,13,0,8214,7.40%,17,f,0,0,13101.22404,12528.05,12000,1101.22,0,0,0,Jan-14,368.93,,Jan-14
638496,0,May-98,0,NA,NA,10,0,13611,32.80%,24,f,0,0,22428.85987,21879.13,20400,2028.86,0,0,0,Jun-13,4934.38,,May-16
638505,0,Jan-95,1,NA,NA,10,0,88408,63.80%,19,f,0,0,13362.39817,13328.99,10000,3362.4,0,0,0,May-14,4356.06,,May-14
638508,0,Jul-93,1,NA,NA,14,0,4015,16.90%,26,f,0,0,19651.85694,19105.97,18000,1651.86,0,0,0,Jan-14,554.6,,Apr-16
638512,0,Aug-03,0,NA,NA,8,0,13405,44.80%,17,f,0,0,17124.50514,16562.61,16000,1124.51,0,0,0,May-12,9767,,May-12
638515,0,May-96,0,NA,NA,9,0,4500,9.40%,21,f,0,0,15721.48627,15175.6,14400,1321.49,0,0,0,Jan-14,444.56,,Jan-14
638583,0,Jul-92,1,NA,NA,14,0,23114,32.30%,28,f,0,0,13184.51394,12635.16,12000,1184.51,0,0,0,Feb-13,4306.8,,Apr-16
638592,0,Dec-97,3,24,NA,17,0,107021,57.40%,36,f,0,0,6487.06,6470.91,4411.45,1755.11,0,320.5,3.38,Aug-12,700,,Dec-12
638614,0,Nov-99,1,NA,NA,13,0,17735,48.20%,22,f,0,0,14131.4887,13579.48,12800,1331.49,0,0,0,Jan-14,397.12,,May-16
638621,0,Aug-05,1,NA,NA,3,0,443,88.60%,6,f,0,0,11620.63483,11039.6,10000,1620.63,0,0,0,Jul-13,2222.98,,Jul-13
638625,1,Dec-93,0,11,NA,11,0,47351,40.30%,38,f,0,0,18210.6,18180.47,12780.34,5027.01,16.77,386.48,69.5664,Jul-15,368.02,,Dec-15
638663,2,Sep-94,3,17,NA,5,0,18148,68.80%,14,f,0,0,14863.78489,14863.78,12000,2863.78,0,0,0,Jan-14,416.94,,Jan-16
638674,0,Apr-94,1,NA,NA,12,0,12551,68.20%,20,f,0,0,9650.019423,9619.86,8000,1650.02,0,0,0,Jan-14,285.21,,May-16
638683,0,Feb-90,1,NA,NA,7,0,22839,39.10%,22,f,0,0,15585.50772,15044.34,14400,1185.51,0,0,0,Feb-13,5112.97,,May-16
638695,0,Aug-91,0,NA,NA,13,0,33742,82.50%,20,f,0,0,19403.98589,18833.28,17000,2403.99,0,0,0,Oct-13,2150.97,,Feb-16
638708,0,Dec-98,2,24,NA,6,0,483,5%,13,f,0,0,5745.21945,5630.32,5000,745.22,0,0,0,Jan-14,181.05,,May-14
638736,0,Apr-97,0,36,NA,8,0,24380,94.70%,15,f,0,0,21901.89491,21841.05,18000,3901.89,0,0,0,Mar-13,6422.72,,May-16
638750,0,Nov-02,1,NA,NA,9,0,4360,27.80%,22,f,0,0,15237.82299,15237.82,15000,237.82,0,0,0,Mar-11,1706.26,,Mar-11
638758,1,Nov-98,0,15,NA,5,0,3572,45.80%,26,f,0,0,21680.93768,21608.67,15000,6680.94,0,0,0,Jan-16,360.69,,Jan-16
638760,0,Oct-86,3,77,NA,11,0,83547,94.50%,39,f,0,0,28188.28705,28149.14,18000,10188.29,0,0,0,Jan-16,469.49,,Jan-16
638786,0,Nov-94,0,NA,NA,5,0,14159,44.40%,15,f,0,0,14352.4079,13772.79,13000,1352.41,0,0,0,Jan-14,410,,Jan-14
638799,0,Sep-91,1,NA,NA,7,0,17228,36.80%,21,f,0,0,3412.02,2974.28,2955.68,369.11,0,87.23,1.21,Feb-13,66.39,,Jun-13
638808,0,Mar-83,2,NA,NA,20,0,32016,45.20%,63,f,0,0,21832.62144,21232.22,20000,1832.62,0,0,0,Nov-13,1018.07,,May-16
638816,0,Jun-83,1,NA,NA,14,0,44364,66.80%,32,f,0,0,18635.21649,18621.24,15000,3635.22,0,0,0,Mar-13,10589.9,,Jul-13
638823,1,Jul-03,0,23,NA,10,0,6845,35.50%,20,f,0,0,13041.19149,13041.19,12000,1041.19,0,0,0,Sep-12,6013.24,,Jan-15
638840,0,Oct-07,0,NA,NA,3,0,31,0%,8,f,0,0,3357.654836,2798.05,3000,357.65,0,0,0,Mar-12,846.8,,Aug-15
638861,1,Jun-92,0,19,NA,3,0,5624,48.10%,19,f,0,0,10526.38345,10526.38,10000,526.38,0,0,0,May-11,9468.79,,May-11
638885,1,Oct-94,1,9,NA,12,0,13815,97.30%,48,f,0,0,3063.735281,3063.74,2500,563.74,0,0,0,Jan-14,88.08,,Feb-16
638887,0,Jul-07,0,NA,NA,5,0,2062,37.50%,6,f,0,0,4124.559998,4124.56,3000,1124.56,0,0,0,Mar-15,740.2,,Mar-15
638921,0,Jul-05,0,NA,NA,6,0,0,0%,11,f,0,0,3709.789926,3179.85,3500,209.79,0,0,0,Mar-12,2325.41,,Mar-12
638927,0,Apr-00,0,NA,NA,11,0,2038,10.80%,24,f,0,0,1884.621797,1353.75,1775,109.62,0,0,0,Apr-12,277.2,,Apr-12
638944,0,Oct-07,1,NA,NA,7,0,2657,32.20%,9,f,0,0,6755.032489,6151.9,5600,1155.03,0,0,0,Jan-14,201.64,,May-16
638946,0,Jan-07,1,NA,NA,11,0,199,3.60%,15,f,0,0,3794.072561,3267.13,3600,194.07,0,0,0,Jan-12,234,,Dec-15
638951,0,Aug-92,2,NA,NA,12,0,61329,79.90%,25,f,0,0,6269.08964,5746.66,6000,269.09,0,0,0,Jul-11,3804.79,,Dec-13
638959,0,Mar-98,0,NA,NA,8,0,9059,28.30%,32,f,0,0,8366.615051,8314.32,8000,366.62,0,0,0,Jun-12,802.62,,Jul-15
639312,0,Aug-80,1,46,NA,12,0,46310,69.80%,36,f,0,0,6154.958727,6154.96,5575,579.96,0,0,0,Jan-14,175.89,,Apr-16
639370,3,Jun-97,0,18,NA,9,0,37318,72.50%,18,f,0,0,40453.40749,40412.95,25000,15453.41,0,0,0,Feb-16,673.83,,Feb-16
639387,0,Sep-99,2,28,NA,13,0,17040,25.40%,35,f,0,0,5184.767772,5184.77,4750,434.77,0,0,0,Apr-12,2274.44,,Mar-16
639405,0,Aug-95,0,24,NA,7,0,421,8.40%,20,f,0,0,9067.713583,9067.71,8400,667.71,0,0,0,Sep-11,7090.98,,Sep-11
639441,0,Dec-05,1,NA,NA,12,0,4914,23.60%,13,f,0,0,2775.305569,2220.24,2500,275.31,0,0,0,Jan-14,79.74,,Jan-14
639472,0,Mar-96,3,NA,NA,12,0,11497,67.20%,29,f,0,0,11090.7182,11090.72,10000,1090.72,0,0,0,Jul-12,5967.01,,Jan-15
639489,0,Mar-99,0,NA,NA,3,0,15851,88.60%,8,f,0,0,21174.99712,21134.66,14650,6525,0,0,0,Jan-16,352.12,,Jan-16
639644,1,Jul-00,2,2,NA,10,0,3920,22.30%,32,f,0,0,6624.403287,6624.4,6000,624.4,0,0,0,Jan-14,205.44,,Jan-14
639656,0,Sep-95,0,NA,NA,8,0,9692,88.90%,16,f,0,0,18201.92622,18201.93,12800,5401.93,0,0,0,Jan-16,302.5,,Jan-16
639768,0,May-94,1,NA,NA,4,0,2704,10.30%,17,f,0,0,2194.086796,1645.57,2000,194.09,0,0,0,Oct-13,206.42,,Oct-13
639770,1,Dec-05,0,17,NA,5,0,1175,15.70%,6,f,0,0,7835.02,7809.74,7750,85.02,0,0,0,Feb-11,7835.15,,Feb-11
639772,0,Jun-99,0,NA,NA,10,0,9056,31.20%,17,f,0,0,7856.4,7463.37,6717.86,950.24,0,188.3,2.02,Mar-13,154.37,,Jul-13
639812,0,Oct-02,0,NA,NA,6,0,13140,97.30%,14,f,0,0,9863.560736,9863.56,8400,1463.56,0,0,0,Feb-14,292.39,,Oct-14
639819,0,Feb-96,0,NA,NA,11,0,2630,42.50%,26,f,0,0,7237.506613,7237.51,6000,1237.51,0,0,0,Jan-14,215.8,,Jan-14
639825,0,Dec-95,0,71,NA,8,0,14805,70.80%,23,f,0,0,9248.79,8792.52,3646.41,4618.05,25.82650368,958.51,9.17,May-12,517.83,,Oct-12
639862,0,Aug-99,0,NA,NA,10,0,16094,36.10%,25,f,0,0,6075.070375,6045.86,5200,875.07,0,0,0,Jan-13,3536.81,,Apr-15
639912,0,Jun-90,2,NA,NA,15,0,7318,25.50%,30,f,0,0,9224.389258,6918.14,7300,1924.39,0,0,0,Jan-16,153.13,,Jan-16
640006,1,Aug-03,1,23,NA,27,0,12130,62.50%,40,f,0,0,5610.635998,5610.64,5400,210.64,0,0,0,Apr-11,5232.91,,May-14
640013,0,Sep-99,0,NA,NA,16,0,5982,12.40%,29,f,0,0,13096.21976,12550.54,12000,1096.22,0,0,0,Nov-13,1111.88,,Dec-13
640033,1,Nov-00,0,11,NA,5,0,1030,5.30%,27,f,0,0,5161.931149,5136.12,5000,161.93,0,0,0,Jul-11,4392.38,,Sep-15
640042,0,Aug-87,1,NA,NA,7,0,6036,29.70%,14,f,0,0,17902.25539,17185.5,14399.99,3486.84,15.42999995,0,0,Mar-14,6492.72,,Mar-14
640049,0,Aug-01,1,NA,NA,7,0,3136,11.60%,14,f,0,0,8420.047068,7893.79,8000,420.05,0,0,0,Mar-12,5287.34,,Aug-15
640062,0,Dec-01,1,NA,NA,13,0,23220,93.60%,25,f,0,0,4141.238551,4141.24,3200,941.24,0,0,0,Jul-13,1966.18,,Dec-15
640082,0,Dec-03,2,NA,NA,10,0,10845,53.20%,23,f,0,0,21526.87,21505.38,17239.26,3828.63,0,458.98,5.43,Mar-13,810.92,,Aug-13
640084,0,Nov-06,0,NA,NA,5,0,5027,39.30%,7,f,0,0,10494.4828,9891.35,8700,1794.48,0,0,0,Jan-14,317.06,,May-16
640093,0,Jun-98,0,NA,NA,11,0,22104,36.30%,19,f,0,0,16261.32716,15651.53,14000,2261.33,0,0,0,Jan-14,484.67,,Jan-14
640096,0,Sep-86,0,NA,NA,17,0,4763,8.90%,63,f,0,0,13974.84159,13974.84,12800,1174.84,0,0,0,Feb-14,446.31,,Feb-15
640100,0,May-97,0,NA,NA,12,0,7152,95.40%,32,f,0,0,8398.365736,7798.48,7000,1398.37,0,0,0,Jan-14,249.21,,Jan-14
640107,2,Nov-84,1,3,NA,6,0,312,52%,20,f,0,0,9856.182858,9856.18,8000,1856.18,0,0,0,Jan-14,281.53,,Jan-14
640134,0,Feb-85,0,NA,NA,17,0,84931,72.30%,45,f,0,0,35834.06675,35379.99,24000,11834.07,0,0,0,Jan-16,596.9,,May-16
640141,0,Nov-00,0,NA,NA,10,0,14133,78.50%,17,f,0,0,1574.879295,1574.88,1200,374.88,0,0,0,Sep-14,426.84,,Jan-15
640194,0,Jan-03,0,NA,NA,16,0,5149,9.60%,23,f,0,0,11157.93925,11157.94,10000,1157.94,0,0,0,Feb-14,947.04,,Mar-14
640211,0,Feb-94,0,NA,NA,6,0,11627,89.40%,10,f,0,0,3084.09,3077.7,1921.96,1147.16,0,14.97,5.09,Jan-12,257.1,,May-16
640236,0,Feb-01,2,NA,98,10,1,13503,83.40%,18,f,0,0,10477.11,10477.11,5500.82,4060.04,14.90835352,901.34,9.013400001,Jun-14,390.57,,Sep-14
640245,0,Jan-00,1,37,NA,9,0,20616,42.20%,14,f,0,0,20161.30258,20161.3,16800,3361.3,0,0,0,Aug-13,2190.08,,Nov-13
640249,0,Mar-04,0,NA,NA,4,0,9515,86.50%,10,f,0,0,9753.161907,9143.59,8000,1753.16,0,0,0,Jan-14,290.91,,May-16
640253,0,May-97,5,NA,NA,9,0,4709,25.70%,24,f,0,0,16567.35429,15996.07,14500,2067.35,0,0,0,Dec-13,936.61,,Dec-13
640263,3,Jun-78,1,10,NA,4,0,1948,97.40%,16,f,0,0,30638.69701,30599.91,19750.01,10888.69,0,0,0,Aug-14,8311.73,,Jan-16
640319,0,Nov-96,0,NA,NA,9,0,5519,48.40%,19,f,0,0,4221.849133,4221.85,3500,721.85,0,0,0,Jan-14,124.72,,May-16
640333,0,Nov-03,2,NA,NA,11,0,8320,18.40%,18,f,0,0,12527.93195,12496.61,10000,2527.93,0,0,0,Jan-16,208.72,,May-16
640336,0,Aug-89,0,NA,NA,9,0,23086,44.40%,28,f,0,0,13539.77677,13483.36,12000,1539.78,0,0,0,Aug-12,9039.17,,May-16
640339,0,Jul-84,1,NA,NA,6,0,8490,55.10%,28,f,0,0,20820.33424,20787.8,16000,4820.33,0,0,0,Jun-14,6564.32,,Jul-14
640341,0,Dec-05,0,30,NA,8,0,2918,12.70%,12,f,0,0,9049.31,3846.1,9000,49.31,0,0,0,Feb-11,9049.63,,May-15
640343,0,Oct-98,0,NA,92,4,1,4089,88.90%,8,f,0,0,10250.90665,10250.91,9000,1250.91,0,0,0,Apr-12,5992.24,,Apr-12
640344,0,Apr-02,0,NA,95,2,1,1908,47.70%,3,f,0,0,6911.081697,6911.08,4900,2011.08,0,0,0,Jan-16,114.87,,Jan-16
640352,0,Dec-93,0,NA,NA,12,0,42249,90.90%,32,f,0,0,3053.51,2640.7,2378.45,357.07,0,317.99,57.2382,Jan-13,114.1,,Apr-13
640354,0,Mar-99,2,NA,NA,6,0,23041,92.20%,13,f,0,0,17516.53802,16916.66,14600,2916.54,0,0,0,Jan-14,516.25,,May-16
640370,1,Dec-94,0,7,NA,14,0,6995,18.80%,25,f,0,0,10383.93293,10383.93,8999.97,1383.96,0,0,0,Oct-13,1154.88,,Apr-16
640372,0,Jan-93,0,NA,111,12,1,9578,87.60%,25,f,0,0,16130.52,16110.36,9467.14,3609.61,0,3053.77,465.2658,Sep-12,688.81,,Feb-13
640375,0,Sep-96,0,NA,NA,9,0,15080,23%,34,f,0,0,15541.34275,15541.34,14000,1541.34,0,0,0,Jan-14,432.78,,Apr-16
640386,0,Feb-90,2,NA,NA,3,0,2124,81.70%,5,f,0,0,5209.121499,4666.5,4800,409.12,0,0,0,Feb-12,3377.11,,Apr-16
640393,0,Jan-02,2,NA,NA,16,0,7270,66%,30,f,0,0,26832.95139,26441.65,20000,6832.95,0,0,0,Jan-16,446.97,,Jan-16
640399,0,Oct-96,0,NA,NA,11,0,18745,62.90%,37,f,0,0,5520.209047,4573.34,5000,520.21,0,0,0,Jan-14,164.03,,Apr-16
640420,0,Nov-86,3,NA,NA,8,0,13796,85.70%,37,f,0,0,17594.7886,17008.33,15000,2594.79,0,0,0,Jul-12,8823.34,,May-16
640448,0,Dec-98,1,NA,NA,10,0,35216,86.70%,24,f,0,0,29810.12,29468.02,17111.39,11462.9,91.14,1144.69,206.0442,Nov-14,1275.37,,Apr-15
640452,3,May-99,0,10,NA,7,0,896,43.30%,21,f,0,0,9071.23,9048.7,6639.65,2380.58,14.93020274,36.07,0,Aug-14,210.61,,May-16
640466,0,May-97,1,NA,NA,8,0,11615,71.10%,35,f,0,0,16806.10552,16224.58,14550,2256.11,0,0,0,Jan-14,957.05,,Apr-15
640478,0,May-02,1,NA,NA,5,0,3143,17.30%,21,f,0,0,10157.64778,9623.04,9500,657.65,0,0,0,Jun-12,5528.59,,May-16
640480,0,Feb-97,2,NA,NA,9,0,31161,58.20%,29,f,0,0,1340.08,1340.08,853.66,486.42,0,0,0,Sep-11,168.49,,May-16
640483,0,Jan-97,3,NA,NA,14,0,24223,45.40%,34,f,0,0,17336.5195,16758.64,15000,2336.52,0,0,0,Aug-12,8312.59,,Nov-13
640485,0,Jan-02,0,NA,NA,7,0,8535,33.10%,14,f,0,0,9080.936874,8546.77,8500,580.94,0,0,0,Feb-13,48.21,,Feb-13
640495,0,Feb-99,0,NA,NA,7,0,21135,90.70%,18,f,0,0,29411.13493,3345.52,20000,9386.64,24.49,0,0,Feb-16,0.44,,Feb-16
640526,1,Aug-97,0,17,NA,9,0,11901,55.10%,29,f,0,0,7921.720506,7921.72,7000,921.72,0,0,0,Mar-12,4847.36,,May-16
640529,0,Sep-96,1,NA,NA,10,0,7108,30.10%,22,f,0,0,10780.07,10763.34,7534.18,3245.89,0,0,0,Oct-13,63.68,,May-16
640548,0,Feb-00,0,NA,NA,10,0,23840,31.80%,17,f,0,0,21486.70115,17832.06,20000,1486.7,0,0,0,May-12,12237.83,,May-12
640564,0,May-02,3,NA,NA,8,0,2915,24.30%,14,f,0,0,29992.97339,29393.11,25000,4992.97,0,0,0,Jan-14,859.05,,May-16
640565,0,Apr-00,0,65,NA,13,0,3835,25.30%,26,f,0,0,10840.63612,10813.53,10000,840.64,0,0,0,Dec-12,4142.72,,Mar-16
640570,0,Apr-01,2,NA,NA,6,0,24917,26.20%,14,f,0,0,22080.44382,21528.43,20000,2080.44,0,0,0,Jan-14,617.09,,May-16
640591,0,Jun-95,2,34,NA,10,0,12856,85.10%,31,f,0,0,16242.65671,16242.66,14000,2242.66,0,0,0,Nov-13,457.5,,May-16
640600,0,Jul-00,1,NA,NA,6,0,7319,32.70%,12,f,0,0,29726.58163,29721.42,24000,5726.58,0,0,0,Jan-14,832.02,,May-16
640618,1,Apr-04,0,14,NA,8,0,1592,53.10%,12,f,0,0,6005.397216,6005.4,4900,1105.4,0,0,0,Jan-14,171.52,,Jan-14
640632,0,Jan-98,4,NA,NA,15,0,25209,35.90%,32,f,0,0,25857.60285,25433.98,20000,5857.6,0,0,0,Apr-14,8883.42,,May-16
640639,0,Dec-99,0,NA,NA,5,0,4280,41.20%,14,f,0,0,17840.49896,13475.2,15000,2840.5,0,0,0,May-13,9238.49,,May-16
640684,0,Jul-05,1,NA,NA,11,0,5818,82.10%,16,f,0,0,7522.27,7475.36,4859.29,2639.67,0,23.31,0,Jun-14,183.47,,Apr-16
640687,0,Oct-02,0,NA,NA,4,0,6247,83.30%,9,f,0,0,10748.64,10748.64,8000,2733.64,15,0,0,Jan-16,194.13,,Feb-16
640719,0,Mar-91,0,NA,NA,6,0,17301,43.50%,24,f,0,0,7419.680003,7388.76,6000,1419.68,0,0,0,May-15,1102.67,,Apr-16
640728,0,Mar-95,0,29,NA,5,0,2108,52.70%,12,f,0,0,8125.380005,8125.38,6000,2110.38,15.00000004,0,0,Sep-15,679.23,,May-16
640734,0,Aug-06,0,NA,NA,4,0,1498,42.80%,7,f,0,0,15286.82459,15286.82,10750,4536.82,0,0,0,Jan-16,254.21,,Apr-16
640747,0,Jul-01,1,NA,NA,7,0,4759,44.10%,13,f,0,0,10211.64815,9659.67,9250,961.65,0,0,0,Dec-13,596.59,,Dec-13
640761,0,Dec-03,0,NA,NA,5,0,10825,81.40%,14,f,0,0,8130.877036,7550.1,7000,1130.88,0,0,0,Jan-14,248.74,,Apr-16
640772,0,Dec-97,0,NA,NA,10,0,1663,18.70%,13,f,0,0,6375.244762,5843.98,6000,375.24,0,0,0,Oct-11,4846.78,,Dec-14
640774,0,Sep-99,0,NA,NA,6,0,24811,62.50%,18,f,0,0,22201.99841,18682.9,20000,2202,0,0,0,Jan-14,620.68,,May-16
640786,0,Jan-84,0,NA,NA,19,0,22333,61.60%,41,f,0,0,34684.86,34370.45,25000,9684.86,0,0,0,Jan-16,577.55,,Jan-16
640788,0,Apr-93,1,NA,NA,17,0,2540,3.10%,52,f,0,0,29972.08504,23926.04,24000,5972.09,0,0,0,Aug-14,8564.63,,Sep-14
640792,0,Mar-94,1,NA,NA,18,0,20460,22.20%,54,f,0,0,5664.09,5664.09,3599.95,2064.14,0,0,0,Sep-12,298.26,,May-16
640824,0,Aug-76,2,62,NA,7,0,60732,7%,14,f,0,0,28456.48608,27887.36,25000,3456.49,0,0,0,Apr-13,7732.13,,Apr-16
640843,0,Apr-99,1,54,NA,11,0,6425,19.30%,26,f,0,0,5490.586946,5490.59,5000,490.59,0,0,0,Jan-14,161.89,,Apr-14
640852,0,Oct-04,2,NA,NA,3,0,3203,71.20%,6,f,0,0,3770.068717,3231.49,3500,270.07,0,0,0,Sep-11,2951.69,,Sep-11
640870,0,May-94,2,48,50,17,1,14102,76.60%,36,f,0,0,4776.84,4776.84,3898.2,800.87,14.98187872,62.79,0.95,Jun-13,162.19,,Mar-15
640899,0,Apr-93,0,NA,NA,7,0,0,0%,21,f,0,0,17567.83659,14795.48,16000,1567.84,0,0,0,Jan-14,495.68,,Jan-14
640904,1,May-01,0,14,NA,9,0,14723,52.60%,22,f,0,0,11125.48317,11125.48,9700,1425.48,0,0,0,Apr-12,6486.37,,Nov-15
640914,0,Jan-04,1,NA,NA,5,0,11670,77.30%,13,f,0,0,8957.655507,8957.66,8400,557.66,0,0,0,Jul-11,1948.82,,Jul-11
640927,1,Nov-00,0,12,NA,17,0,6950,14.20%,24,f,0,0,6724.295105,6724.3,6000,724.3,0,0,0,Feb-13,1351.7,,Feb-13
640948,0,Feb-90,1,NA,NA,9,0,44500,39.70%,37,f,0,0,16293.59711,13511.82,15000,1293.6,0,0,0,Nov-12,84.14,,Oct-15
640953,1,Oct-97,2,11,NA,11,0,21316,66.60%,45,f,0,0,1480.08,641.68,534.5,555.1,0,390.48,3.86,Jun-11,218.05,,Aug-11
640967,0,Jan-92,0,NA,NA,9,0,36145,68.20%,18,f,0,0,11542.12481,10965.02,10000,1542.12,0,0,0,Jun-13,2528.34,,Apr-16
640973,0,Jul-07,0,NA,NA,5,0,9204,62.60%,5,f,0,0,2404.73,2300.11,1370.36,1034.37,0,0,0,Sep-11,300.42,,May-16
640983,0,Oct-01,3,NA,NA,15,0,15479,17.40%,25,f,0,0,17664.71443,16652.69,16000,1664.71,0,0,0,Jan-14,517.52,,Jan-16
640986,0,Jan-02,0,NA,NA,6,0,9195,26%,6,f,0,0,7487.112124,6911.18,6500,987.11,0,0,0,Dec-13,125.83,,May-16
641001,0,Mar-97,1,73,97,9,1,6055,32.20%,33,f,0,0,20949.41,20901.95,17893.49,3055.92,0,0,0,Aug-13,39.41,,May-16
641009,0,Sep-02,1,24,NA,10,0,10116,77.80%,14,f,0,0,10884.67447,10884.67,9400,1484.67,0,0,0,Nov-12,3060.92,,Nov-12
641013,0,Dec-93,0,NA,NA,7,0,20296,33.10%,13,f,0,0,26900.46475,22183.82,24500,2400.46,0,0,0,Jan-14,751.97,,Jan-14
641015,1,Jun-93,0,7,NA,12,0,80129,35.70%,24,f,0,0,22605.25261,22605.25,20000,2605.25,0,0,0,Mar-13,6740.98,,Mar-16
641021,0,Dec-95,0,45,NA,14,0,7019,47.40%,38,f,0,0,6603.16139,6603.16,6000,588.16,15.00000001,0,0,Jan-14,186.47,,May-16
641027,0,Jun-04,3,NA,NA,11,0,11757,40.10%,16,f,0,0,13645.67,13611.56,10000,3645.67,0,0,0,Jan-16,227.3,,Jan-16
641031,3,Mar-95,0,2,NA,6,0,1988,49.70%,21,f,0,0,19146.27911,11152.03,15000,4127.62,18.66000002,0,0,Dec-13,1792.24,,Apr-16
641034,0,Jun-69,0,NA,NA,5,0,481,1.40%,13,f,0,0,1188.2,989.95,1018.95,169.25,0,0,0,Feb-12,91.5,,Jan-12
641050,0,Oct-99,0,NA,NA,10,0,9780,45%,14,f,0,0,1828.579979,1828.58,1600,228.58,0,0,0,Jan-14,53.78,,Apr-16
641052,0,Sep-84,0,NA,NA,10,0,1218,4.70%,42,f,0,0,6463.715303,6463.72,6000,463.72,0,0,0,Sep-12,2992.1,,Oct-12
641071,0,Feb-98,0,NA,NA,6,0,31528,95.80%,14,f,0,0,17154.33907,16558.7,14400.02,2754.31,0,0,0,Jan-13,5970.18,,Feb-13
641072,0,Mar-07,0,NA,NA,8,0,8531,68.80%,13,f,0,0,4668.653465,4668.65,4200,468.65,0,0,0,Dec-11,2626.14,,Dec-14
641103,0,Jul-91,0,31,NA,4,0,1888,52.40%,16,f,0,0,11348.77,11348.77,8000,3348.77,0,0,0,Mar-15,2004.11,,Apr-16
641107,0,Dec-00,1,NA,NA,13,0,10545,53.80%,24,f,0,0,4340.975013,3798.35,4000,340.98,0,0,0,Mar-12,10.88,,Jul-15
641147,0,Aug-01,2,NA,NA,5,0,6447,82.70%,8,f,0,0,373.45,373.45,62.66,65.89,0,244.9,2.28,Feb-11,129.3,,Jul-11
641153,0,Jan-94,3,NA,NA,20,0,17347,25.40%,37,f,0,0,2522.89,2522.89,832.29,630.21,0,1060.39,177.7608,Feb-12,112.77,,Apr-12
641159,1,Sep-06,0,21,NA,12,0,1698,5.10%,12,f,0,0,24641.87397,24611.07,20000,4641.87,0,0,0,Jan-14,732.8,,Aug-15
641190,0,Apr-01,1,NA,NA,4,0,3541,98.40%,9,f,0,0,13916.44413,13883.31,10500,3416.44,0,0,0,May-13,6928.32,,May-16
641207,1,Aug-85,0,22,NA,9,0,18739,79.70%,32,f,0,0,30800.10906,30769.31,25000,5800.11,0,0,0,Jan-14,896.13,,Jan-14
641208,0,Sep-94,1,NA,NA,6,0,24831,36.80%,28,f,0,0,22061.39249,21482.28,20000,2061.39,0,0,0,Oct-13,2463.07,,Dec-15
641209,0,Jan-01,0,NA,NA,13,0,16832,72.60%,20,f,0,0,24667.90944,24667.91,17600,7067.91,0,0,0,Sep-14,437.1,,May-16
641211,0,Mar-85,2,NA,NA,14,0,51656,4.20%,34,f,0,0,25954.01695,25434.95,25000,954.02,0,0,0,Jun-11,22747.33,,Aug-15
641218,0,Jul-84,0,NA,NA,21,0,81875,36.10%,39,f,0,0,26351.23752,23862.56,24000,2351.24,0,0,0,Jan-14,733.9,,May-16
641239,0,Apr-05,0,NA,NA,6,0,7319,80.40%,10,f,0,0,8317.617136,7740,7200,1117.62,0,0,0,Jan-14,238.93,,Jan-14
641244,0,Aug-03,3,63,NA,10,0,9074,98.60%,34,f,0,0,4475.79939,4475.8,3000,1475.8,0,0,0,Sep-14,1166.12,,May-16
641270,0,Sep-01,0,27,NA,3,0,1991,56.90%,10,f,0,0,4586.512978,4586.51,4000,586.51,0,0,0,Sep-13,644.38,,May-16
641272,0,Oct-94,0,NA,NA,6,0,14980,43.70%,18,f,0,0,5270.748032,5270.75,4800,470.75,0,0,0,Jan-14,152.63,,Jan-15
641299,0,Oct-04,0,NA,NA,6,0,9507,80%,11,f,0,0,7770.846963,7215.79,7000,770.85,0,0,0,Feb-14,222.34,,Jan-14
641304,0,Sep-00,1,NA,NA,7,0,7957,97%,24,f,0,0,3638.45,3629.41,1040.89,1138.19,0,1459.37,432.2018,Oct-11,242.92,,May-16
